time,moisture,temperature,humidity,light,ph,air_quality,nutrient,prediction
2026-03-26 14:53:27.296617,46,43,38,184,7.1,75,22,water_needed
2026-03-26 14:53:29.447203,65,40,84,342,7.3,57,21,water_needed
2026-03-26 14:53:31.589413,36,29,29,340,6.2,42,55,water_needed
2026-03-26 14:53:33.730908,36,23,47,244,6.7,75,46,water_needed
2026-03-26 14:53:35.894264,77,41,37,508,6.0,76,36,water_needed
2026-03-26 14:53:38.041764,18,42,20,794,5.6,45,70,water_needed
2026-03-26 14:53:40.200017,51,44,43,438,5.9,31,68,water_needed
2026-03-26 14:53:42.473610,21,21,76,536,5.9,32,78,healthy
2026-03-26 14:53:44.615028,46,16,38,308,6.8,52,36,water_needed
2026-03-26 14:53:46.777686,95,28,30,610,6.0,86,43,water_needed
2026-03-26 14:53:49.071375,67,37,80,420,6.5,87,54,water_needed
2026-03-26 14:53:51.358059,10,36,85,245,6.7,88,36,water_needed
2026-03-26 14:53:53.549482,87,27,78,192,6.5,70,62,healthy
2026-03-26 14:53:55.707338,88,44,21,530,6.1,84,63,water_needed
2026-03-26 14:53:57.874035,79,31,57,739,6.3,37,58,water_needed
2026-03-26 14:54:00.034525,77,16,55,284,6.0,70,65,healthy
2026-03-26 14:54:02.201478,73,25,23,665,7.3,31,74,water_needed
2026-03-26 14:54:04.368188,24,27,61,220,6.5,64,56,healthy
2026-03-26 14:54:06.507804,51,42,63,155,6.4,38,39,water_needed
2026-03-26 14:54:08.668910,95,24,66,415,5.6,79,40,water_needed
2026-03-26 14:54:10.874044,24,29,50,107,6.3,77,53,water_needed
2026-03-26 14:54:13.043126,13,33,49,732,7.3,81,34,water_needed
2026-03-26 14:54:15.205438,34,33,44,823,6.4,88,80,water_needed
2026-03-26 14:54:17.346910,29,25,77,280,6.7,38,78,healthy
2026-03-26 14:54:19.504723,53,24,36,668,7.1,69,77,water_needed
2026-03-26 14:54:21.658654,18,32,33,377,7.4,72,66,water_needed
2026-03-26 14:54:23.803157,10,38,60,682,6.0,87,59,water_needed
2026-03-26 14:54:25.948051,52,39,34,121,6.3,66,76,water_needed
2026-03-26 14:54:28.098663,39,23,75,876,6.4,90,34,water_needed
2026-03-26 14:54:30.248825,89,43,70,329,7.2,69,60,healthy
2026-03-26 14:54:32.443383,18,32,36,514,7.3,35,47,water_needed
2026-03-26 14:54:34.600986,94,19,81,637,6.1,60,40,water_needed
2026-03-26 14:54:36.777453,95,21,40,636,7.4,59,47,water_needed
2026-03-26 14:54:38.996939,44,23,31,603,6.8,66,24,water_needed
2026-03-26 14:54:41.177602,34,31,29,215,6.1,76,68,water_needed
2026-03-26 14:54:43.355204,19,24,44,819,6.7,32,35,water_needed
2026-03-26 14:54:45.500896,24,30,34,698,5.9,37,38,water_needed
2026-03-26 14:54:47.652196,22,30,33,853,6.7,72,75,water_needed
2026-03-26 14:54:50.637209,44,32,67,370,7.2,35,25,water_needed
2026-03-26 14:54:52.947223,11,27,85,788,5.7,66,55,water_needed
2026-03-26 14:54:55.129242,73,30,30,209,6.3,88,29,water_needed
2026-03-26 14:54:57.401060,56,21,67,449,7.2,58,77,healthy
2026-03-26 14:54:59.563478,12,38,53,588,6.5,49,36,water_needed
2026-03-26 14:55:01.725287,44,36,36,864,6.7,73,32,water_needed
2026-03-26 14:55:03.900836,36,37,73,471,7.3,72,54,water_needed
2026-03-26 14:55:06.059845,64,32,34,328,6.5,56,76,water_needed
2026-03-26 14:55:08.209542,42,20,27,582,6.7,49,56,water_needed
2026-03-26 14:55:10.654192,38,45,22,635,5.6,84,68,water_needed
2026-03-26 14:55:12.809206,19,16,76,530,5.5,88,33,water_needed
2026-03-26 14:55:14.980170,20,23,81,345,7.4,84,50,healthy
2026-03-26 14:55:17.178386,81,24,36,591,6.7,54,71,water_needed
2026-03-26 14:55:19.358917,84,20,78,274,6.3,55,63,healthy
2026-03-26 14:55:21.525443,84,41,43,368,6.7,30,48,water_needed
2026-03-26 14:55:23.730604,94,39,22,713,6.5,77,79,water_needed
2026-03-26 14:55:25.923137,59,31,83,838,5.6,79,47,water_needed
2026-03-26 14:55:28.148856,49,34,44,290,6.3,51,35,water_needed
2026-03-26 14:55:30.320930,58,41,76,422,5.8,89,62,water_needed
2026-03-26 14:55:32.484671,54,32,73,667,5.8,72,72,water_needed
2026-03-26 14:55:34.631573,21,22,68,841,6.3,82,64,healthy
2026-03-26 14:55:36.780843,76,40,33,487,7.0,78,48,water_needed
2026-03-26 14:55:38.989842,82,42,62,438,6.1,57,50,water_needed
2026-03-26 14:55:41.186920,88,20,75,581,6.6,90,79,healthy
2026-03-26 14:55:43.349012,10,42,71,368,7.0,76,58,water_needed
2026-03-26 14:55:45.504336,75,38,26,544,6.8,57,58,water_needed
2026-03-26 14:55:47.662700,85,15,24,243,6.3,38,54,water_needed
2026-03-26 14:55:49.921436,43,20,57,278,6.3,89,51,healthy
2026-03-26 14:55:52.121732,82,20,55,881,5.5,76,41,water_needed
2026-03-26 14:55:54.301778,30,32,68,783,6.2,43,55,water_needed
2026-03-26 14:55:56.502024,90,18,81,248,6.0,32,79,healthy
2026-03-26 14:55:58.706315,44,24,65,673,7.0,44,79,healthy
2026-03-26 14:56:00.885853,72,36,43,285,5.9,60,57,water_needed
2026-03-26 14:56:03.045660,30,40,26,653,6.1,45,48,water_needed
2026-03-26 14:56:05.225343,90,22,38,851,6.6,31,50,water_needed
2026-03-26 14:56:07.507497,13,45,62,627,5.7,74,55,water_needed
2026-03-26 14:56:09.656836,72,25,69,164,7.2,90,57,healthy
2026-03-26 14:56:12.370916,59,43,53,649,6.9,89,44,water_needed
2026-03-26 14:56:15.027314,53,42,33,680,6.4,82,24,water_needed
2026-03-26 14:56:17.396927,95,30,36,516,6.5,74,28,water_needed
2026-03-26 14:56:19.564415,20,24,26,205,5.6,62,62,water_needed
2026-03-26 14:56:21.734608,60,30,72,607,6.7,76,36,water_needed
2026-03-26 14:56:23.895829,66,16,36,470,6.4,89,54,water_needed
2026-03-26 14:56:26.058016,67,24,43,324,6.6,67,55,water_needed
2026-03-26 14:56:28.209816,26,42,60,187,6.8,90,40,water_needed
2026-03-26 14:56:30.364917,63,28,26,186,5.8,31,33,water_needed
2026-03-26 14:56:32.516824,10,40,39,755,6.0,71,80,water_needed
2026-03-26 14:56:34.670365,78,29,36,257,6.8,70,74,water_needed
2026-03-26 14:56:36.912464,47,27,61,848,5.6,64,66,healthy
2026-03-26 14:56:39.078027,23,45,57,383,6.9,46,63,healthy
2026-03-26 14:56:41.224964,23,24,25,276,6.6,76,58,water_needed
2026-03-26 14:56:43.389899,65,36,36,168,7.3,68,34,water_needed
2026-03-26 14:56:45.590373,39,23,62,105,5.5,70,66,healthy
2026-03-26 14:56:47.837108,56,32,58,671,5.8,51,67,water_needed
2026-03-26 14:56:50.052044,10,37,60,125,5.8,52,23,water_needed
2026-03-26 14:56:52.253883,53,33,43,557,6.4,31,61,water_needed
2026-03-26 14:56:54.429441,95,22,66,301,5.8,42,31,water_needed
2026-03-26 14:56:56.682669,46,22,73,546,5.6,50,43,water_needed
2026-03-26 14:56:58.855561,77,41,50,637,6.9,45,51,water_needed
2026-03-26 14:57:01.053381,35,43,65,747,5.5,78,51,water_needed
2026-03-26 14:57:03.247595,89,44,38,239,5.6,55,62,water_needed
2026-03-26 14:57:05.410686,40,41,82,821,7.0,46,23,water_needed
2026-03-26 14:57:07.675205,92,19,79,725,6.3,71,78,healthy
2026-03-26 14:57:09.855171,83,43,81,225,5.9,83,31,water_needed
2026-03-26 14:57:11.997553,59,34,44,558,5.7,86,39,water_needed
2026-03-26 14:57:14.143916,51,19,85,282,7.3,33,27,water_needed
2026-03-26 14:57:16.319152,19,23,25,790,6.5,37,65,water_needed
2026-03-26 14:57:18.458533,52,42,84,586,5.6,55,44,water_needed
2026-03-26 14:57:20.643034,37,27,53,417,6.6,63,59,healthy
2026-03-26 14:57:22.859422,39,44,81,378,5.6,55,58,water_needed
2026-03-26 14:57:25.032339,24,25,67,655,7.0,33,78,healthy
2026-03-26 14:57:27.202095,53,15,59,778,6.7,38,69,healthy
2026-03-26 14:57:29.358177,64,39,48,453,7.0,53,27,water_needed
2026-03-26 14:57:31.514188,75,45,47,813,7.0,31,49,water_needed
2026-03-26 14:57:33.671942,42,40,46,418,6.5,84,75,water_needed
2026-03-26 14:57:35.914000,95,23,51,145,6.1,55,80,healthy
2026-03-26 14:57:38.095237,76,35,29,622,6.0,40,56,water_needed
2026-03-26 14:57:40.294167,54,19,25,355,5.8,68,60,water_needed
2026-03-26 14:57:42.473613,34,21,51,549,6.6,71,78,healthy
2026-03-26 14:57:44.645875,24,28,84,851,6.0,56,62,healthy
2026-03-26 14:57:46.799248,19,41,77,172,5.7,89,58,water_needed
2026-03-26 14:57:48.947683,79,41,47,235,7.4,38,41,water_needed
2026-03-26 14:57:51.102679,20,16,78,257,7.1,82,73,healthy
2026-03-26 14:57:53.260081,16,23,57,486,5.6,65,48,water_needed
2026-03-26 14:57:55.413038,28,15,55,578,7.4,58,80,healthy
2026-03-26 14:57:57.561061,59,38,76,475,7.3,87,45,water_needed
2026-03-26 14:57:59.729481,18,34,29,456,7.1,78,22,water_needed
2026-03-26 14:58:01.874254,30,35,54,626,6.9,53,37,water_needed
2026-03-26 14:58:04.093425,85,36,60,802,6.4,30,22,water_needed
2026-03-26 14:58:06.241640,87,29,40,309,5.5,71,36,water_needed
2026-03-26 14:58:08.387785,59,26,31,417,6.7,48,55,water_needed
2026-03-26 14:58:10.540473,52,27,61,526,6.6,44,76,healthy
2026-03-26 14:58:12.716803,52,33,73,305,6.3,54,68,healthy
2026-03-26 14:58:14.927293,87,28,85,302,5.7,73,26,water_needed
2026-03-26 14:58:17.086704,48,19,38,674,5.8,30,67,water_needed
2026-03-26 14:58:19.268789,94,16,83,591,5.8,31,61,healthy
2026-03-26 14:58:21.428756,62,26,47,472,6.0,63,72,water_needed
2026-03-26 14:58:23.602688,73,21,53,691,7.4,88,59,healthy
2026-03-26 14:58:25.749716,38,36,22,840,5.5,33,70,water_needed
2026-03-26 14:58:27.911071,33,24,27,229,5.5,46,39,water_needed
2026-03-26 14:58:30.073579,30,36,77,701,6.5,46,45,water_needed
2026-03-26 14:58:32.308266,30,38,28,438,5.7,40,67,water_needed
2026-03-26 14:58:34.531269,37,45,28,606,5.6,55,75,water_needed
2026-03-26 14:58:36.680637,74,22,53,736,5.8,33,20,water_needed
2026-03-26 14:58:38.914176,40,43,62,846,6.4,30,40,water_needed
2026-03-26 14:58:41.139405,50,34,48,163,6.9,65,80,water_needed
2026-03-26 14:58:43.337890,55,37,71,371,5.6,82,49,water_needed
2026-03-26 14:58:45.570868,52,27,28,397,6.8,35,68,water_needed
2026-03-26 14:58:47.803561,20,41,56,284,6.7,56,69,healthy
2026-03-26 14:58:49.942799,52,16,42,365,7.3,68,79,water_needed
2026-03-26 14:58:52.091955,69,18,28,347,6.6,32,66,water_needed
2026-03-26 14:58:54.274827,56,37,27,512,6.4,63,55,water_needed
2026-03-26 14:58:56.436776,24,23,34,594,5.7,56,52,water_needed
2026-03-26 14:58:58.581795,41,41,74,900,6.6,86,35,water_needed
2026-03-26 14:59:00.895237,64,24,57,639,6.0,35,25,water_needed
2026-03-26 14:59:03.172068,49,34,54,710,6.2,87,38,water_needed
2026-03-26 14:59:05.372734,77,26,47,656,6.3,36,44,water_needed
2026-03-26 14:59:07.539515,77,22,60,458,7.1,53,72,healthy
2026-03-26 14:59:09.749839,81,41,82,292,5.8,88,80,water_needed
2026-03-26 14:59:11.939823,49,29,80,593,5.8,64,31,water_needed
2026-03-26 14:59:14.098676,87,18,20,284,6.4,48,43,water_needed
2026-03-26 14:59:16.242232,37,34,25,513,7.3,59,32,water_needed
2026-03-26 14:59:18.431509,59,45,71,368,6.1,49,51,water_needed
2026-03-26 14:59:20.616613,60,34,59,452,6.1,42,54,water_needed
2026-03-26 14:59:22.772214,25,15,57,613,7.4,68,63,healthy
2026-03-26 14:59:24.967736,76,36,40,772,6.7,73,31,water_needed
2026-03-26 14:59:27.151475,10,22,80,786,6.0,32,56,healthy
2026-03-26 14:59:29.299448,19,18,44,318,6.7,68,27,water_needed
2026-03-26 14:59:31.511234,16,16,29,352,5.6,59,52,water_needed
2026-03-26 14:59:33.668479,28,38,37,504,7.5,65,70,water_needed
2026-03-26 14:59:35.874747,25,19,24,210,5.6,66,56,water_needed
2026-03-26 14:59:38.026090,41,35,21,224,6.2,47,29,water_needed
2026-03-26 14:59:40.176855,71,34,40,314,6.6,66,45,water_needed
2026-03-26 14:59:42.336391,51,19,27,245,6.2,47,28,water_needed
2026-03-26 14:59:44.473898,72,30,59,284,6.4,39,47,water_needed
2026-03-26 14:59:46.628208,68,24,70,143,6.6,42,39,water_needed
2026-03-26 14:59:48.809369,39,21,85,705,6.0,78,67,healthy
2026-03-26 14:59:50.984725,63,32,36,843,6.2,36,73,water_needed
2026-03-26 14:59:53.145064,53,42,31,668,5.5,66,78,water_needed
2026-03-26 14:59:55.304546,72,25,52,193,7.2,65,58,healthy
2026-03-26 14:59:57.460417,37,29,77,381,6.9,34,35,water_needed
2026-03-26 14:59:59.703980,47,24,27,591,6.3,47,35,water_needed
2026-03-26 15:00:01.924310,63,36,38,318,5.9,38,79,water_needed
2026-03-26 15:00:04.093175,95,35,63,275,6.7,30,40,water_needed
2026-03-26 15:00:06.243983,27,33,84,635,6.3,61,59,water_needed
2026-03-26 15:00:08.475041,36,17,57,625,7.4,61,69,healthy
2026-03-26 15:00:10.624441,55,27,44,304,7.2,75,57,water_needed
2026-03-26 15:00:12.768926,75,16,61,221,7.4,37,69,healthy
2026-03-26 15:00:14.986567,68,19,61,823,6.2,40,51,healthy
2026-03-26 15:00:17.153858,81,24,62,617,7.0,37,65,healthy
2026-03-26 15:00:19.364128,91,19,78,611,7.4,51,43,water_needed
2026-03-26 15:00:21.519822,92,36,82,254,5.8,35,52,water_needed
2026-03-26 15:00:23.664978,62,16,23,231,6.9,90,21,water_needed
2026-03-26 15:00:25.828383,90,38,62,420,7.3,35,74,healthy
2026-03-26 15:00:28.068235,47,31,42,863,7.3,82,47,water_needed
2026-03-26 15:00:30.210966,81,42,32,524,7.4,30,54,water_needed
2026-03-26 15:00:32.365550,19,34,33,360,5.6,85,52,water_needed
2026-03-26 15:00:34.551072,39,35,22,581,6.7,59,46,water_needed
2026-03-26 15:00:36.810432,10,24,45,840,7.3,38,80,water_needed
2026-03-26 15:00:39.025338,23,22,51,407,5.9,59,64,healthy
2026-03-26 15:00:41.225399,20,28,35,252,6.4,82,77,water_needed
2026-03-26 15:00:43.542869,13,36,31,501,6.4,67,27,water_needed
2026-03-26 15:00:45.751615,52,41,79,663,5.7,70,54,water_needed
2026-03-26 15:00:47.898925,19,18,48,840,6.0,86,62,water_needed
2026-03-26 15:00:50.047822,45,27,71,741,6.1,83,27,water_needed
2026-03-26 15:00:52.189953,64,44,23,599,5.9,62,73,water_needed
2026-03-26 15:00:54.336478,28,19,39,142,7.3,82,27,water_needed
2026-03-26 15:00:56.622578,87,37,50,608,6.4,55,61,healthy
2026-03-26 15:00:58.866595,41,40,46,700,6.9,39,53,water_needed
2026-03-26 15:01:01.035680,55,19,36,668,6.6,75,70,water_needed
2026-03-26 15:01:03.227255,35,42,63,631,6.6,80,72,healthy
2026-03-26 15:01:05.370659,32,25,21,826,6.2,51,79,water_needed
2026-03-26 15:01:07.740648,24,23,41,678,7.4,68,76,water_needed
2026-03-26 15:01:09.878356,92,38,40,761,5.6,41,71,water_needed
2026-03-26 15:01:12.028364,94,36,79,777,6.8,89,33,water_needed
2026-03-26 15:01:14.172343,51,17,30,653,7.2,78,32,water_needed
2026-03-26 15:01:16.315819,17,42,72,442,6.1,89,27,water_needed
2026-03-26 15:01:18.469523,67,30,52,732,5.7,35,27,water_needed
2026-03-26 15:01:20.624280,23,34,42,604,6.5,55,74,water_needed
2026-03-26 15:01:22.767879,21,31,50,226,6.0,76,26,water_needed
2026-03-26 15:01:24.934730,17,36,33,358,6.7,87,72,water_needed
2026-03-26 15:01:27.202951,95,23,69,409,7.4,57,42,water_needed
2026-03-26 15:01:29.382730,13,27,39,217,5.8,88,69,water_needed
2026-03-26 15:01:31.545969,95,30,76,139,6.5,39,57,water_needed
2026-03-26 15:01:33.704986,23,17,85,146,7.2,56,37,water_needed
2026-03-26 15:01:35.911964,95,26,73,106,6.5,81,70,healthy
2026-03-26 15:01:38.143256,71,39,76,790,7.1,69,52,water_needed
2026-03-26 15:01:40.395917,25,30,60,516,6.0,82,24,water_needed
2026-03-26 15:01:42.539254,87,22,21,122,6.2,60,27,water_needed
2026-03-26 15:01:44.688341,17,30,70,155,6.9,57,50,water_needed
2026-03-26 15:01:46.847621,33,15,54,753,6.8,59,21,water_needed
2026-03-26 15:01:49.030171,90,39,40,366,6.5,80,37,water_needed
2026-03-26 15:01:51.258500,55,30,68,808,7.3,42,71,healthy
2026-03-26 15:01:53.438430,13,17,44,774,5.8,55,44,water_needed
2026-03-26 15:01:55.710116,86,34,61,825,6.7,86,34,water_needed
2026-03-26 15:01:57.913817,42,31,76,689,5.7,81,22,water_needed
2026-03-26 15:02:00.133394,21,30,66,172,7.2,70,31,water_needed
2026-03-26 15:02:02.285150,78,21,26,302,5.5,70,69,water_needed
2026-03-26 15:02:04.503546,32,34,62,246,6.2,52,48,water_needed
2026-03-26 15:02:06.674720,30,16,61,434,7.2,42,28,water_needed
2026-03-26 15:02:08.823847,52,22,28,873,7.0,64,26,water_needed
2026-03-26 15:02:10.987607,94,24,53,880,6.6,45,49,water_needed
2026-03-26 15:02:13.136112,84,42,80,442,5.9,59,77,water_needed
2026-03-26 15:02:15.326675,92,24,84,672,6.0,39,38,water_needed
2026-03-26 15:02:17.558306,39,37,43,374,7.3,86,77,water_needed
2026-03-26 15:02:19.754275,70,21,58,514,5.7,30,62,healthy
2026-03-26 15:02:21.945911,16,44,64,124,6.6,82,34,water_needed
2026-03-26 15:02:24.202237,54,26,48,443,6.1,58,67,water_needed
2026-03-26 15:02:26.358194,70,16,25,670,6.8,79,53,water_needed
2026-03-26 15:02:28.518969,72,35,62,717,6.9,31,30,water_needed
2026-03-26 15:02:30.764448,22,40,27,309,5.8,57,32,water_needed
2026-03-26 15:02:32.953744,94,34,20,285,5.6,56,21,water_needed
2026-03-26 15:02:35.138384,14,27,47,172,6.3,47,53,water_needed
2026-03-26 15:02:37.300601,44,31,74,895,7.1,57,45,water_needed
2026-03-26 15:02:39.452855,15,24,85,507,5.6,43,72,healthy
2026-03-26 15:02:41.598279,83,44,76,164,7.3,77,73,healthy
2026-03-26 15:02:43.791013,80,20,23,115,7.1,44,56,water_needed
2026-03-26 15:02:45.945546,88,16,41,392,7.1,33,63,water_needed
2026-03-26 15:02:48.125613,31,20,51,243,6.8,60,58,healthy
2026-03-26 15:02:50.297032,10,35,79,370,7.1,86,65,healthy
2026-03-26 15:02:52.473543,32,19,50,569,7.0,72,63,healthy
2026-03-26 15:02:54.712485,87,42,72,541,5.8,78,72,water_needed
2026-03-26 15:02:56.864784,70,42,54,540,7.1,57,55,water_needed
2026-03-26 15:02:59.010003,52,39,60,342,6.5,35,50,water_needed
2026-03-26 15:03:01.164237,35,34,50,689,7.1,71,48,water_needed
2026-03-26 15:03:03.346461,51,32,30,193,5.9,34,77,water_needed
2026-03-26 15:03:05.574079,66,31,62,500,5.7,59,31,water_needed
2026-03-26 15:03:07.747705,94,42,44,580,7.3,32,47,water_needed
2026-03-26 15:03:09.900608,43,16,74,433,6.8,82,75,healthy
2026-03-26 15:03:12.102378,61,43,29,381,7.2,81,74,water_needed
2026-03-26 15:03:14.326123,11,22,59,520,6.6,35,25,water_needed
2026-03-26 15:03:16.481982,45,43,32,133,6.1,37,64,water_needed
2026-03-26 15:03:18.628924,66,37,25,234,5.5,83,58,water_needed
2026-03-26 15:03:20.787172,34,30,75,749,6.5,49,36,water_needed
2026-03-26 15:03:22.995154,83,18,28,419,7.4,74,51,water_needed
2026-03-26 15:03:25.186502,58,38,84,510,6.6,88,31,water_needed
2026-03-26 15:03:27.337979,13,38,54,636,6.6,48,24,water_needed
2026-03-26 15:03:29.496097,50,41,80,766,5.6,71,25,water_needed
2026-03-26 15:03:31.655687,49,38,70,781,6.8,76,72,healthy
2026-03-26 15:03:33.802695,94,39,55,899,6.4,85,69,healthy
2026-03-26 15:03:35.958533,66,24,42,846,5.6,52,37,water_needed
2026-03-26 15:03:38.096645,95,26,29,745,7.1,65,79,water_needed
2026-03-26 15:03:40.327230,72,15,76,170,5.7,66,74,healthy
2026-03-26 15:03:42.479854,73,42,67,817,6.8,50,77,healthy
2026-03-26 15:03:44.627439,31,20,53,463,6.6,49,42,water_needed
2026-03-26 15:03:46.789755,88,36,29,265,5.6,73,56,water_needed
2026-03-26 15:03:48.967642,15,33,68,816,5.9,87,66,water_needed
2026-03-26 15:03:51.230952,64,43,72,457,5.9,32,75,water_needed
2026-03-26 15:03:53.372546,17,35,20,386,6.3,79,60,water_needed
2026-03-26 15:03:55.529422,10,36,65,772,7.2,71,39,water_needed
2026-03-26 15:03:57.686701,38,27,58,377,5.9,52,78,healthy
2026-03-26 15:03:59.839425,37,35,53,656,6.3,81,37,water_needed
2026-03-26 15:04:01.993233,39,23,61,510,6.6,32,49,water_needed
2026-03-26 15:04:04.166067,12,35,83,197,5.7,39,45,water_needed
2026-03-26 15:04:06.326140,83,25,52,883,5.6,86,61,healthy
2026-03-26 15:04:08.517274,94,32,62,799,6.5,62,56,water_needed
2026-03-26 15:04:10.681350,84,16,43,645,6.4,76,70,water_needed
2026-03-26 15:04:12.829313,88,15,39,717,7.0,87,33,water_needed
2026-03-26 15:04:14.983131,22,18,51,600,6.0,31,70,healthy
2026-03-26 15:04:17.141660,31,33,39,891,6.5,36,57,water_needed
2026-03-26 15:04:19.364182,44,21,75,482,6.1,63,51,healthy
2026-03-26 15:04:21.517320,79,24,34,481,6.4,39,76,water_needed
2026-03-26 15:04:23.690430,69,40,62,699,6.6,54,59,water_needed
2026-03-26 15:04:25.849704,92,19,35,261,6.1,32,68,water_needed
2026-03-26 15:04:28.013000,16,36,29,209,6.1,66,23,water_needed
2026-03-26 15:04:30.188369,35,34,73,686,5.7,78,70,water_needed
2026-03-26 15:04:32.351062,74,37,27,582,7.2,68,67,water_needed
2026-03-26 15:04:34.562796,66,19,24,182,6.6,43,43,water_needed
2026-03-26 15:04:36.749897,55,44,26,412,7.4,81,33,water_needed
2026-03-26 15:04:38.907043,78,32,78,617,6.4,37,54,water_needed
2026-03-26 15:04:41.088866,73,33,78,601,7.1,66,68,healthy
2026-03-26 15:04:43.242414,10,41,77,108,6.2,33,29,water_needed
2026-03-26 15:04:45.406596,19,26,72,507,6.2,52,68,healthy
2026-03-26 15:04:47.558472,37,19,23,232,6.1,51,40,water_needed
2026-03-26 15:04:49.777213,10,28,26,750,6.1,48,43,water_needed
2026-03-26 15:04:51.933252,14,44,45,522,6.9,47,27,water_needed
2026-03-26 15:04:54.134270,85,23,77,772,6.9,59,80,healthy
2026-03-26 15:04:56.301355,66,41,42,243,6.8,50,44,water_needed
2026-03-26 15:04:58.477577,37,45,81,826,7.5,51,36,water_needed
2026-03-26 15:05:00.653217,70,41,79,391,7.0,66,30,water_needed
2026-03-26 15:05:02.821903,71,23,33,529,5.7,89,63,water_needed
2026-03-26 15:05:05.014640,43,22,77,572,7.5,62,51,healthy
2026-03-26 15:05:07.175405,13,21,64,411,6.4,88,76,healthy
2026-03-26 15:05:09.355118,63,23,75,627,6.1,56,21,water_needed
2026-03-26 15:05:11.531609,22,24,60,357,6.9,74,45,water_needed
2026-03-26 15:05:13.707426,12,26,60,479,6.3,68,75,healthy
2026-03-26 15:05:15.929309,67,29,58,281,6.1,70,42,water_needed
2026-03-26 15:05:18.149940,88,37,31,488,5.8,55,67,water_needed
2026-03-26 15:05:20.361804,62,20,61,536,6.0,58,54,healthy
2026-03-26 15:05:22.515397,61,19,29,110,7.1,63,38,water_needed
2026-03-26 15:05:24.685807,70,27,26,417,6.5,42,48,water_needed
2026-03-26 15:05:26.908450,66,37,28,457,6.9,79,31,water_needed
2026-03-26 15:05:29.068824,80,21,62,106,6.7,33,77,healthy
2026-03-26 15:05:31.291096,54,39,63,222,5.9,74,56,water_needed
2026-03-26 15:05:33.461724,62,40,80,671,7.3,53,38,water_needed
2026-03-26 15:05:35.630660,42,33,74,328,6.7,44,63,healthy
2026-03-26 15:05:37.796240,19,19,47,308,5.8,42,44,water_needed
2026-03-26 15:05:39.936718,21,23,68,562,6.9,52,22,water_needed
2026-03-26 15:05:42.095575,91,39,49,499,5.6,60,71,water_needed
2026-03-26 15:05:44.256958,27,30,33,233,6.4,61,53,water_needed
2026-03-26 15:05:46.531952,93,17,73,124,6.8,37,29,water_needed
2026-03-26 15:05:48.683369,65,37,41,127,7.5,38,31,water_needed
2026-03-26 15:05:50.839104,26,20,38,265,5.8,38,59,water_needed
2026-03-26 15:05:53.032587,94,22,31,423,6.6,88,38,water_needed
2026-03-26 15:05:55.204983,65,21,67,887,7.0,90,27,water_needed
2026-03-26 15:05:57.363960,53,16,46,271,6.6,63,54,water_needed
2026-03-26 15:05:59.602940,26,32,71,609,6.7,70,49,water_needed
2026-03-26 15:06:01.760913,52,33,84,223,6.8,46,50,water_needed
2026-03-26 15:06:04.009786,65,30,42,700,6.3,89,21,water_needed
2026-03-26 15:06:06.416966,40,36,37,312,6.4,89,31,water_needed
2026-03-26 15:06:09.724426,36,15,66,436,6.9,88,23,water_needed
2026-03-26 15:06:12.045543,89,44,72,352,7.4,75,23,water_needed
2026-03-26 15:06:14.347084,10,26,33,345,6.8,75,70,water_needed
2026-03-26 15:06:16.685780,53,38,24,221,7.1,81,32,water_needed
2026-03-26 15:06:18.852612,57,29,33,658,6.9,78,30,water_needed
2026-03-26 15:06:21.067408,30,36,70,273,6.4,82,40,water_needed
2026-03-26 15:06:23.300730,89,15,76,812,5.8,66,74,healthy
2026-03-26 15:06:25.545087,34,16,47,572,5.9,32,57,water_needed
2026-03-26 15:06:27.784754,22,42,20,862,6.9,51,44,water_needed
2026-03-26 15:06:30.008741,42,18,39,333,7.1,86,57,water_needed
2026-03-26 15:06:32.202151,90,36,73,868,6.5,71,28,water_needed
2026-03-26 15:06:34.349051,47,36,58,338,5.6,75,30,water_needed
2026-03-26 15:06:36.507094,95,36,30,429,6.4,56,54,water_needed
2026-03-26 15:06:38.846394,15,31,20,774,6.1,54,25,water_needed
2026-03-26 15:06:41.036965,57,25,69,231,6.5,49,60,healthy
2026-03-26 15:06:43.202469,44,23,61,760,6.6,51,78,healthy
2026-03-26 15:06:45.426098,76,27,31,872,5.7,80,61,water_needed
2026-03-26 15:06:47.673400,58,45,69,729,5.7,74,63,water_needed
2026-03-26 15:06:49.849909,95,45,79,385,7.1,37,56,water_needed
2026-03-26 15:06:52.009080,32,31,34,708,6.5,70,74,water_needed
2026-03-26 15:06:54.255152,74,30,48,161,6.7,65,67,water_needed
2026-03-26 15:06:56.408900,24,35,44,460,7.4,55,58,water_needed
2026-03-26 15:06:58.571978,32,21,76,782,7.0,64,45,water_needed
2026-03-26 15:07:00.742557,65,45,65,628,7.2,33,29,water_needed
2026-03-26 15:07:02.928950,76,37,84,240,5.8,88,48,water_needed
2026-03-26 15:07:05.107421,93,43,83,825,6.7,72,56,water_needed
2026-03-26 15:07:07.271038,94,29,47,653,6.7,76,74,water_needed
2026-03-26 15:07:09.475248,31,38,60,339,7.0,41,57,water_needed
2026-03-26 15:07:11.642744,46,40,49,389,6.8,50,45,water_needed
2026-03-26 15:07:13.781925,81,33,70,642,6.6,66,76,healthy
2026-03-26 15:07:15.997177,29,24,68,117,7.0,81,49,water_needed
