moisture,temperature,humidity,light,ph,air_quality,nutrient,label
382,21,69,564,7.24,671,78,healthy
82,31,44,591,6.51,587,21,water_needed
93,23,21,417,6.14,661,36,water_needed
180,31,31,471,4.91,611,33,stress
195,33,37,388,5.33,548,33,stress
312,21,59,545,7.13,635,56,healthy
189,33,34,355,4.8,555,59,stress
85,24,23,585,5.26,698,29,water_needed
144,24,41,583,6.3,658,38,water_needed
382,22,54,591,6.62,639,80,healthy
239,32,38,323,5.12,615,33,stress
151,31,39,317,5.5,532,59,stress
360,22,70,593,7.33,702,85,healthy
204,29,47,494,5.61,567,37,stress
146,27,26,443,6.86,606,25,water_needed
297,24,55,431,6.18,716,52,healthy
127,26,20,416,5.23,553,42,water_needed
327,26,54,568,6.09,619,82,healthy
100,30,41,391,5.41,661,27,water_needed
270,27,59,660,7.04,748,87,healthy
206,34,39,395,4.56,532,45,stress
112,29,21,367,5.81,675,25,water_needed
88,26,40,464,6.71,649,39,water_needed
312,27,59,624,6.66,700,52,healthy
184,33,35,329,4.7,585,58,stress
192,29,38,424,4.77,627,57,stress
278,21,64,451,6.16,659,86,healthy
151,29,38,493,5.17,577,46,stress
284,20,61,658,6.04,774,72,healthy
136,25,23,416,6.49,669,46,water_needed
117,28,22,581,6.67,662,22,water_needed
333,23,78,427,6.27,721,77,healthy
355,25,75,580,6.42,769,58,healthy
386,27,77,510,7.48,674,66,healthy
153,31,40,376,5.58,600,36,stress
159,31,33,461,4.95,583,54,stress
250,20,73,547,6.47,772,71,healthy
381,27,52,683,7.4,771,53,healthy
233,29,30,422,5.53,632,51,stress
141,23,29,505,5.28,550,22,water_needed
378,24,68,543,6.15,793,54,healthy
276,20,67,603,6.46,794,79,healthy
179,30,47,493,4.73,547,46,stress
86,30,40,387,5.59,625,23,water_needed
98,31,21,534,5.29,567,34,water_needed
123,25,34,358,6.15,562,43,water_needed
164,30,44,400,5.27,611,41,stress
219,31,31,341,5.68,610,31,stress
94,26,20,391,6.02,694,49,water_needed
284,25,62,536,6.77,634,50,healthy
295,21,75,528,6.17,715,68,healthy
353,20,54,646,6.15,768,67,healthy
287,25,50,453,7.14,720,75,healthy
307,26,57,413,6.69,669,72,healthy
161,29,32,327,5.07,567,57,stress
367,24,65,694,6.53,710,63,healthy
356,23,56,663,7.43,754,89,healthy
152,34,33,353,5.19,581,43,stress
393,21,59,563,6.64,781,84,healthy
109,31,28,356,5.55,597,21,water_needed
373,23,53,667,6.7,608,58,healthy
128,26,36,504,6.58,612,39,water_needed
202,32,47,427,5.17,648,52,stress
359,25,51,443,6.81,614,78,healthy
111,29,32,402,6.14,610,28,water_needed
274,20,78,659,7.37,657,85,healthy
198,34,34,451,5.78,619,52,stress
135,24,27,361,6.16,664,38,water_needed
213,28,41,390,5.12,629,36,stress
125,25,32,531,6.67,639,46,water_needed
100,23,24,474,5.89,619,44,water_needed
358,21,51,649,7.47,629,78,healthy
213,28,49,302,4.73,566,40,stress
141,26,34,539,6.41,647,33,water_needed
117,23,30,459,6.68,642,38,water_needed
176,28,43,340,5.39,553,40,stress
254,20,57,422,7.35,698,88,healthy
84,30,31,511,6.4,570,37,water_needed
202,29,46,410,5.38,603,43,stress
186,33,49,330,5.59,646,34,stress
249,32,44,302,5.46,606,48,stress
300,27,53,575,6.79,641,56,healthy
375,23,53,572,7.27,698,68,healthy
81,30,37,443,6.81,676,27,water_needed
279,26,67,619,7.24,797,51,healthy
211,31,46,463,5.54,553,34,stress
216,29,35,437,5.69,517,42,stress
152,29,33,343,4.88,617,51,stress
200,34,47,325,4.64,552,53,stress
383,20,68,430,6.95,761,72,healthy
333,25,70,505,6.14,733,77,healthy
92,25,31,596,5.64,674,38,water_needed
172,29,43,353,5.52,553,41,stress
111,29,30,414,5.42,578,31,water_needed
124,23,23,523,5.86,565,31,water_needed
394,25,56,609,7.23,774,57,healthy
222,28,30,365,5.21,504,56,stress
158,32,37,360,4.82,516,55,stress
88,30,23,350,6.57,646,24,water_needed
334,21,55,524,7.44,660,62,healthy
108,28,23,377,5.62,588,42,water_needed
287,20,67,427,6.56,611,53,healthy
217,29,48,366,4.86,612,30,stress
311,20,64,583,6.82,742,82,healthy
290,25,65,418,7.21,721,77,healthy
220,31,30,454,5.67,588,52,stress
83,26,26,531,6.68,684,21,water_needed
84,29,20,368,6.02,698,33,water_needed
129,28,35,566,6.48,624,45,water_needed
116,24,41,572,6.45,606,34,water_needed
216,32,47,364,4.62,583,53,stress
85,26,41,528,6.38,566,43,water_needed
204,32,49,449,4.85,603,35,stress
217,32,42,443,5.97,533,34,stress
312,25,78,458,7.49,756,88,healthy
389,23,58,676,7.15,766,58,healthy
132,27,31,464,6.85,653,46,water_needed
236,31,34,419,4.59,507,55,stress
113,22,32,482,6.03,689,33,water_needed
364,27,72,499,6.53,749,83,healthy
186,33,42,458,4.83,619,51,stress
127,29,23,523,6.94,667,44,water_needed
214,30,46,339,5.79,568,42,stress
245,29,36,364,5.84,539,53,stress
386,22,78,434,6.65,677,64,healthy
98,24,23,402,5.29,573,43,water_needed
136,25,40,534,5.82,607,36,water_needed
193,32,37,324,5.94,619,49,stress
229,28,34,335,5.82,632,42,stress
269,25,62,473,6.23,616,53,healthy
134,31,44,527,6.39,596,36,water_needed
307,20,74,622,6.68,718,55,healthy
151,30,46,375,4.98,605,56,stress
295,24,60,481,6.66,618,57,healthy
131,23,26,355,5.26,692,43,water_needed
119,23,30,395,6.31,577,23,water_needed
369,20,72,464,7.35,670,72,healthy
155,34,49,370,5.26,517,42,stress
304,20,72,534,6.81,796,50,healthy
384,22,60,446,6.93,781,57,healthy
128,29,27,580,5.63,602,41,water_needed
367,22,73,622,6.06,656,56,healthy
226,33,34,300,5.38,581,56,stress
236,30,41,423,5.24,596,53,stress
97,31,35,422,5.43,645,20,water_needed
102,22,20,446,5.13,629,45,water_needed
115,30,38,355,5.37,660,47,water_needed
385,21,76,626,6.07,736,68,healthy
86,25,20,472,5.06,665,30,water_needed
262,21,59,661,6.52,715,79,healthy
198,33,47,368,5.99,626,35,stress
118,30,33,482,6.19,572,48,water_needed
107,31,38,398,6.97,634,32,water_needed
395,22,57,557,7.15,610,68,healthy
232,28,39,444,4.8,595,33,stress
104,31,26,459,6.37,634,43,water_needed
107,26,42,477,5.9,624,27,water_needed
124,22,30,498,6.02,579,38,water_needed
186,29,42,390,5.92,544,38,stress
139,26,27,496,6.89,683,25,water_needed
109,24,28,550,5.97,585,38,water_needed
137,31,41,418,6.33,697,32,water_needed
136,24,39,408,6.26,670,42,water_needed
313,20,62,597,7.4,642,55,healthy
236,32,49,314,5.11,549,38,stress
124,31,41,521,6.14,646,39,water_needed
147,25,35,396,5.37,651,48,water_needed
258,26,64,495,6.98,600,78,healthy
107,28,33,413,6.79,583,30,water_needed
141,30,38,495,5.74,658,21,water_needed
188,29,33,487,5.76,598,50,stress
96,26,44,483,6.11,563,30,water_needed
156,30,42,458,5.95,550,56,stress
360,21,55,503,6.3,667,67,healthy
95,28,24,380,6.62,626,25,water_needed
254,22,57,518,7.49,621,61,healthy
208,31,43,353,5.17,541,41,stress
176,28,46,323,5.52,520,37,stress
319,25,55,430,6.15,677,80,healthy
366,22,78,630,6.62,715,50,healthy
91,31,36,535,6.77,691,43,water_needed
87,25,25,404,5.57,569,43,water_needed
140,25,33,473,5.37,640,31,water_needed
253,24,54,423,7.17,650,62,healthy
103,30,43,565,6.74,592,20,water_needed
287,26,78,556,6.68,682,65,healthy
346,24,53,636,7.18,751,59,healthy
324,20,59,538,7.24,789,60,healthy
339,23,66,497,6.19,793,89,healthy
169,31,32,418,5.36,556,38,stress
160,32,44,371,4.97,636,37,stress
296,27,67,566,7.02,797,82,healthy
246,30,35,409,4.89,564,41,stress
194,31,39,484,5.61,540,59,stress
378,23,57,468,6.38,649,68,healthy
93,25,43,550,5.48,682,48,water_needed
105,24,41,423,5.1,593,39,water_needed
84,25,23,353,5.67,641,39,water_needed
194,29,39,306,5.01,511,53,stress
160,32,46,330,5.19,522,57,stress
114,28,36,583,6.11,686,22,water_needed
101,31,27,556,6.79,562,23,water_needed
392,25,55,655,6.94,617,89,healthy
88,29,24,477,5.84,649,21,water_needed
94,28,40,578,6.47,628,40,water_needed
232,32,38,381,5.83,514,31,stress
102,25,24,590,5.15,669,36,water_needed
160,34,45,376,4.52,572,52,stress
131,22,20,378,5.81,581,32,water_needed
252,23,63,508,7.17,715,82,healthy
368,24,50,484,6.11,790,84,healthy
341,25,68,501,6.21,787,56,healthy
250,23,59,648,6.56,619,74,healthy
393,24,79,427,6.4,786,59,healthy
216,32,39,460,5.62,633,31,stress
350,25,70,406,6.9,776,77,healthy
198,34,44,467,5.16,500,46,stress
118,22,44,394,5.4,597,28,water_needed
257,24,65,613,7.12,689,53,healthy
82,23,22,597,5.39,632,46,water_needed
244,33,44,371,5.07,606,53,stress
109,31,34,456,6.38,571,37,water_needed
196,33,37,355,4.83,605,52,stress
101,24,35,570,5.38,610,24,water_needed
395,27,60,556,6.39,695,81,healthy
360,27,59,475,6.07,791,72,healthy
376,22,59,499,7.23,724,62,healthy
82,30,36,584,6.12,589,49,water_needed
266,27,76,424,6.89,773,51,healthy
278,23,73,503,6.28,676,86,healthy
83,31,37,512,6.09,692,20,water_needed
146,28,44,379,6.31,603,20,water_needed
396,20,79,565,6.27,659,50,healthy
115,26,21,369,5.77,665,20,water_needed
393,26,64,647,6.14,617,56,healthy
332,21,75,612,6.91,646,73,healthy
193,34,39,347,4.69,599,45,stress
382,22,74,641,6.93,672,59,healthy
153,30,37,330,4.51,587,42,stress
330,27,65,446,7.21,676,53,healthy
80,31,20,551,6.8,694,48,water_needed
115,29,41,450,6.77,620,23,water_needed
240,30,43,364,5.33,529,30,stress
166,34,34,355,5.44,512,47,stress
191,30,44,394,5.52,632,55,stress
193,33,38,445,5.99,565,48,stress
220,33,35,367,5.09,616,33,stress
236,33,46,355,5.26,554,58,stress
331,20,50,465,6.24,758,64,healthy
225,32,30,474,5.6,538,46,stress
388,25,59,460,6.03,639,80,healthy
170,29,43,424,5.46,586,38,stress
289,25,69,614,6.01,709,57,healthy
190,29,45,437,5.45,519,56,stress
86,29,44,509,6.56,602,29,water_needed
85,22,31,421,6.6,680,40,water_needed
332,24,71,489,7.4,659,50,healthy
97,23,37,506,5.69,680,40,water_needed
161,28,45,450,5.68,582,55,stress
180,29,35,399,4.98,587,55,stress
362,27,77,632,6.45,656,59,healthy
392,22,60,510,6.65,652,60,healthy
360,23,50,442,6.62,649,87,healthy
339,23,77,667,7.04,707,77,healthy
112,28,21,501,6.02,610,30,water_needed
83,29,29,458,6.98,583,39,water_needed
235,31,38,389,5.02,504,34,stress
360,20,66,513,6.62,610,74,healthy
117,29,27,474,5.78,638,26,water_needed
224,34,40,488,5.96,538,39,stress
117,26,25,453,6.05,638,36,water_needed
124,25,41,531,5.43,560,24,water_needed
276,24,68,609,6.37,797,71,healthy
212,31,43,449,4.87,508,47,stress
369,22,66,503,6.48,793,61,healthy
122,24,31,529,6.05,608,30,water_needed
282,24,78,488,7.3,618,65,healthy
202,28,43,394,5.56,614,52,stress
145,30,30,374,5.29,663,28,water_needed
144,25,31,533,5.79,567,22,water_needed
357,27,64,523,6.58,773,81,healthy
183,32,30,430,5.26,565,54,stress
390,27,68,508,7.08,758,53,healthy
83,29,41,397,5.87,628,47,water_needed
109,24,42,462,6.27,697,49,water_needed
193,31,39,466,5.68,600,53,stress
200,33,47,414,4.89,563,59,stress
215,28,35,376,5.0,535,42,stress
165,31,41,337,5.48,559,33,stress
151,33,41,476,4.71,636,43,stress
142,28,41,566,5.99,638,34,water_needed
81,26,36,492,5.86,691,23,water_needed
344,20,72,464,7.12,785,82,healthy
171,34,45,309,5.83,590,45,stress
124,28,40,381,5.06,636,43,water_needed
345,25,77,546,7.41,683,66,healthy
170,29,40,457,5.56,632,32,stress
111,28,43,551,6.26,629,40,water_needed
137,27,37,424,6.83,697,20,water_needed
275,20,63,533,6.95,734,60,healthy
206,30,34,492,4.91,585,59,stress
128,25,27,551,5.71,645,33,water_needed
350,24,75,474,7.41,709,81,healthy
363,20,63,556,7.24,727,83,healthy
300,26,61,632,6.06,743,54,healthy
206,30,34,328,5.4,608,51,stress
207,34,43,440,5.95,518,38,stress
174,34,35,420,5.65,518,35,stress
138,29,30,369,5.27,559,36,water_needed
143,29,24,440,5.83,563,24,water_needed
128,28,32,533,5.46,687,33,water_needed
88,24,41,486,5.64,567,44,water_needed
174,28,45,413,5.24,627,53,stress
385,23,58,452,7.17,628,59,healthy
168,33,33,363,4.56,559,58,stress
132,26,24,362,6.37,610,29,water_needed
150,31,37,307,5.48,590,49,stress
191,34,38,491,5.65,515,58,stress
190,34,42,337,5.46,507,54,stress
193,33,31,480,5.3,603,48,stress
110,27,25,575,5.6,684,43,water_needed
377,22,73,596,7.32,666,51,healthy
205,28,45,438,5.73,635,43,stress
139,22,40,546,5.05,661,24,water_needed
144,29,34,436,6.11,589,31,water_needed
330,26,78,674,7.45,688,63,healthy
113,23,43,558,5.66,691,28,water_needed
117,26,20,597,6.54,684,30,water_needed
113,23,21,396,5.02,630,36,water_needed
184,30,40,438,5.19,576,46,stress
89,25,33,359,5.84,611,30,water_needed
299,26,74,524,7.18,740,67,healthy
337,25,71,409,6.07,789,86,healthy
320,24,79,582,6.0,761,86,healthy
333,24,51,603,6.84,784,85,healthy
214,29,34,406,5.56,576,31,stress
308,27,53,515,7.14,637,83,healthy
305,20,56,676,6.87,676,79,healthy
228,29,42,440,5.21,633,51,stress
124,30,25,570,5.96,613,24,water_needed
353,21,66,609,6.35,600,67,healthy
218,33,33,405,5.01,612,46,stress
187,33,39,398,5.94,571,38,stress
206,32,47,430,5.21,606,33,stress
88,26,26,513,5.78,655,25,water_needed
109,28,44,546,6.37,552,33,water_needed
119,23,37,469,6.3,626,47,water_needed
302,21,71,663,6.42,673,86,healthy
191,34,42,388,4.9,560,35,stress
187,30,45,388,5.81,561,50,stress
234,33,32,403,5.41,640,36,stress
234,34,38,483,5.87,586,35,stress
304,27,63,500,6.79,617,67,healthy
92,28,36,362,5.47,564,20,water_needed
346,22,67,442,6.78,743,79,healthy
358,24,77,434,6.04,638,63,healthy
311,27,74,448,6.44,794,56,healthy
187,30,39,430,5.2,589,45,stress
274,22,71,587,7.04,786,85,healthy
173,33,43,453,5.0,541,55,stress
207,30,44,464,4.63,578,53,stress
112,26,40,527,5.63,672,24,water_needed
185,29,38,368,5.29,641,40,stress
165,28,43,369,5.85,594,35,stress
398,23,71,559,7.19,786,75,healthy
330,25,54,687,6.41,607,54,healthy
176,34,46,374,5.6,611,42,stress
113,31,32,568,6.39,620,34,water_needed
137,25,34,529,5.43,586,48,water_needed
380,21,62,511,6.53,709,57,healthy
113,22,21,431,5.54,604,39,water_needed
199,31,45,389,4.72,572,32,stress
97,22,20,438,5.6,597,44,water_needed
143,30,24,512,5.41,590,45,water_needed
133,29,37,543,6.72,661,30,water_needed
218,33,31,482,5.01,526,36,stress
89,30,30,413,6.7,663,40,water_needed
144,29,39,555,6.65,558,23,water_needed
188,33,46,336,4.71,649,37,stress
109,27,25,456,5.48,646,34,water_needed
99,26,24,560,5.9,592,22,water_needed
112,25,36,520,5.89,616,20,water_needed
118,22,40,364,5.08,602,40,water_needed
228,31,32,459,5.28,626,41,stress
345,23,53,401,6.75,779,88,healthy
328,27,53,498,7.1,669,66,healthy
145,23,44,438,5.84,669,25,water_needed
181,30,41,488,4.64,601,37,stress
223,31,35,388,5.88,609,33,stress
362,22,55,595,7.08,762,84,healthy
312,22,58,693,7.39,780,75,healthy
296,22,53,697,6.31,750,51,healthy
126,30,27,528,6.35,559,38,water_needed
270,22,75,608,6.27,732,85,healthy
117,28,38,561,6.13,688,39,water_needed
299,24,61,459,7.03,725,63,healthy
273,23,72,688,6.22,741,70,healthy
125,31,42,358,5.11,562,21,water_needed
203,29,48,385,4.7,595,42,stress
172,30,42,311,5.73,623,44,stress
376,24,53,525,6.06,642,63,healthy
234,32,32,324,5.71,603,58,stress
192,32,36,316,5.76,519,33,stress
123,27,43,397,5.79,590,22,water_needed
177,29,32,446,4.87,547,52,stress
137,27,37,428,5.01,624,41,water_needed
245,28,33,444,5.38,618,36,stress
310,23,61,483,6.02,609,61,healthy
197,33,46,397,5.68,528,46,stress
376,26,52,682,6.13,733,89,healthy
126,31,43,381,6.95,601,46,water_needed
266,23,66,667,6.69,616,67,healthy
198,32,44,456,5.78,622,58,stress
117,23,43,498,6.49,588,25,water_needed
267,22,70,561,7.41,673,83,healthy
98,27,20,465,5.05,639,42,water_needed
303,24,52,468,7.18,678,51,healthy
244,34,49,330,4.83,619,32,stress
356,25,74,423,6.3,694,62,healthy
341,24,55,600,6.69,643,74,healthy
370,22,51,581,7.24,616,55,healthy
125,25,29,581,6.48,657,37,water_needed
97,27,40,422,6.65,603,35,water_needed
168,29,39,474,4.92,594,50,stress
365,20,78,604,6.07,734,51,healthy
151,28,49,317,5.11,518,31,stress
370,26,68,515,7.25,784,65,healthy
115,22,37,585,5.21,635,31,water_needed
348,24,78,552,7.19,729,53,healthy
189,31,36,348,5.18,606,41,stress
207,28,42,388,4.84,567,32,stress
283,26,71,669,7.37,779,67,healthy
345,25,61,420,6.54,680,73,healthy
178,29,41,462,4.66,601,49,stress
120,25,38,419,5.25,686,38,water_needed
198,29,35,301,5.82,531,37,stress
100,22,27,563,5.56,691,23,water_needed
171,34,32,385,5.72,600,52,stress
337,21,64,489,7.39,620,66,healthy
342,20,55,553,6.62,669,82,healthy
113,28,20,392,5.06,668,37,water_needed
264,22,79,534,6.96,770,64,healthy
108,25,34,410,5.14,557,33,water_needed
96,29,33,448,6.96,692,32,water_needed
259,20,58,662,7.05,745,75,healthy
97,29,32,423,6.82,569,23,water_needed
130,28,25,595,6.29,682,37,water_needed
109,22,35,480,5.71,572,40,water_needed
195,30,38,314,5.86,631,47,stress
95,22,28,418,6.75,657,25,water_needed
91,25,38,492,6.11,686,28,water_needed
154,34,46,323,5.03,631,52,stress
319,27,72,545,6.92,787,89,healthy
177,31,49,305,5.04,525,50,stress
364,26,77,443,6.94,614,57,healthy
133,29,21,485,6.18,674,23,water_needed
380,22,79,665,6.8,759,65,healthy
104,27,39,560,6.12,670,22,water_needed
142,25,28,497,6.92,699,22,water_needed
196,33,38,411,5.58,595,56,stress
115,24,29,459,6.3,607,42,water_needed
185,31,39,337,5.75,524,38,stress
228,34,32,412,5.9,510,50,stress
377,27,76,619,7.09,791,55,healthy
236,31,41,382,4.68,599,51,stress
93,25,40,401,5.5,603,36,water_needed
138,27,43,351,6.06,595,44,water_needed
115,29,32,396,5.41,620,25,water_needed
234,33,45,345,5.94,644,50,stress
97,26,41,485,5.75,625,40,water_needed
259,21,62,689,7.14,635,72,healthy
309,25,79,498,6.21,629,53,healthy
268,22,79,560,7.29,641,75,healthy
100,29,37,460,6.24,577,30,water_needed
279,25,65,648,7.12,793,67,healthy
141,25,27,504,5.41,600,36,water_needed
87,25,38,366,6.38,652,48,water_needed
354,27,73,585,7.28,720,59,healthy
85,25,40,540,5.53,566,22,water_needed
384,25,62,625,6.26,675,88,healthy
300,26,79,434,6.96,614,71,healthy
108,31,32,363,5.24,607,46,water_needed
183,28,42,381,5.46,630,36,stress
95,22,38,553,5.73,635,42,water_needed
134,23,21,466,6.37,677,25,water_needed
136,26,29,383,5.44,685,33,water_needed
143,26,25,386,5.5,571,30,water_needed
203,30,47,324,5.1,516,44,stress
381,24,74,615,7.28,658,67,healthy
93,22,20,365,6.35,623,39,water_needed
98,27,29,413,5.28,624,39,water_needed
306,27,70,530,7.39,720,79,healthy
225,29,34,472,5.96,593,35,stress
211,31,46,306,5.24,538,44,stress
142,29,35,435,5.06,620,32,water_needed
129,28,42,467,6.07,595,33,water_needed
138,28,38,381,6.3,614,20,water_needed
383,21,53,559,6.82,657,72,healthy
170,30,34,360,4.56,612,50,stress
101,29,43,501,6.62,638,39,water_needed
226,28,41,373,5.1,594,49,stress
315,26,60,440,6.68,707,84,healthy
201,31,31,430,5.96,641,55,stress
203,30,43,328,4.7,525,41,stress
251,20,51,642,7.0,713,80,healthy
231,29,42,321,4.87,506,31,stress
104,26,20,422,5.77,604,21,water_needed
84,22,21,401,5.53,594,29,water_needed
237,34,31,312,4.58,645,42,stress
247,32,39,313,5.69,563,55,stress
153,34,32,345,5.26,577,47,stress
270,20,78,667,6.28,621,65,healthy
379,24,69,559,7.32,759,74,healthy
296,22,77,480,6.82,778,67,healthy
119,28,20,498,6.29,690,48,water_needed
264,22,59,572,6.38,693,77,healthy
286,23,70,656,7.36,631,64,healthy
148,25,40,352,6.09,580,23,water_needed
145,23,24,591,5.27,565,41,water_needed
103,27,20,592,5.75,582,42,water_needed
193,29,45,361,5.01,525,43,stress
101,30,20,529,6.88,569,39,water_needed
228,28,33,497,4.71,511,42,stress
110,22,21,572,6.21,689,20,water_needed
229,34,47,352,4.77,646,49,stress
300,21,64,637,7.47,732,54,healthy
187,31,36,446,5.86,588,54,stress
181,33,41,423,5.12,576,41,stress
129,31,39,515,5.86,557,31,water_needed
215,34,45,354,5.6,587,48,stress
328,27,63,613,6.14,621,86,healthy
243,30,34,388,5.72,549,45,stress
86,31,21,368,6.52,613,43,water_needed
114,31,27,569,5.88,625,22,water_needed
87,31,35,492,6.28,691,45,water_needed
94,28,35,468,5.83,686,20,water_needed
154,30,37,481,5.18,626,36,stress
104,26,31,595,6.52,592,34,water_needed
164,34,49,336,4.97,541,38,stress
190,32,44,446,5.71,508,31,stress
367,21,69,525,6.09,626,89,healthy
288,24,53,456,6.67,770,65,healthy
320,23,79,424,7.08,735,60,healthy
106,28,23,577,5.05,629,31,water_needed
384,20,59,437,6.11,746,55,healthy
345,27,75,659,7.36,742,89,healthy
237,28,30,449,5.86,525,30,stress
120,27,23,569,6.87,568,43,water_needed
277,23,63,588,7.18,603,55,healthy
127,23,42,400,6.34,632,45,water_needed
263,27,78,601,7.38,660,83,healthy
375,25,65,429,6.59,646,61,healthy
286,22,58,536,7.47,774,67,healthy
148,23,25,453,6.44,568,26,water_needed
257,23,64,422,6.32,752,61,healthy
382,24,63,574,6.55,621,73,healthy
90,28,29,456,6.18,666,35,water_needed
187,33,49,375,5.91,542,45,stress
364,22,61,627,6.52,641,53,healthy
200,34,46,318,4.57,638,47,stress
129,24,44,531,6.17,698,49,water_needed
130,25,30,556,6.15,632,34,water_needed
217,30,46,392,5.77,588,30,stress
294,20,66,614,7.16,695,76,healthy
186,32,46,377,4.87,641,45,stress
193,32,45,330,4.69,601,31,stress
164,31,36,463,5.94,621,51,stress
278,20,52,407,7.35,728,80,healthy
174,32,36,368,5.85,583,58,stress
258,24,57,445,6.62,794,87,healthy
233,32,37,360,5.66,627,41,stress
241,34,43,470,5.06,531,37,stress
256,25,65,475,7.28,714,67,healthy
181,29,42,399,4.79,574,59,stress
314,22,72,407,6.77,683,55,healthy
217,33,38,362,5.16,637,34,stress
341,23,57,429,7.39,702,82,healthy
372,27,63,634,6.86,786,82,healthy
379,27,72,474,6.19,737,60,healthy
222,29,44,380,5.48,547,32,stress
288,24,55,664,7.11,772,52,healthy
108,31,32,401,6.62,652,36,water_needed
207,31,33,363,5.97,599,40,stress
100,31,20,424,5.89,558,47,water_needed
192,30,45,385,5.7,626,42,stress
171,30,48,461,5.77,609,57,stress
156,30,48,469,4.97,640,47,stress
95,22,32,393,6.79,664,35,water_needed
364,27,64,539,6.02,645,75,healthy
286,23,66,460,7.35,698,74,healthy
149,29,29,571,5.36,688,40,water_needed
195,34,49,398,4.69,622,38,stress
220,30,40,356,5.18,573,41,stress
140,22,29,445,5.09,652,34,water_needed
87,31,39,457,6.27,578,45,water_needed
375,24,71,400,6.1,712,69,healthy
89,22,33,544,6.28,616,40,water_needed
92,23,33,451,5.76,642,39,water_needed
105,28,21,537,6.79,673,31,water_needed
263,23,73,558,6.9,675,88,healthy
385,22,79,666,7.21,705,74,healthy
92,31,42,559,5.16,689,32,water_needed
225,34,35,300,5.8,577,43,stress
147,30,21,482,5.15,663,23,water_needed
129,30,41,409,6.22,687,27,water_needed
233,28,46,360,5.81,558,46,stress
281,23,54,574,6.45,608,57,healthy
261,21,72,463,6.42,649,71,healthy
249,34,47,499,5.25,533,51,stress
339,24,56,587,6.57,623,65,healthy
399,25,67,412,7.42,779,74,healthy
292,23,59,445,7.39,716,75,healthy
128,30,36,387,6.65,626,42,water_needed
107,29,38,361,6.41,691,22,water_needed
268,22,53,640,6.58,706,78,healthy
335,20,71,458,7.18,778,83,healthy
214,33,38,460,4.74,547,36,stress
225,28,45,399,4.55,545,31,stress
156,29,41,416,5.11,519,43,stress
227,30,42,371,4.83,583,35,stress
88,31,34,589,6.79,620,21,water_needed
244,29,41,388,5.65,538,48,stress
255,24,59,645,6.11,622,65,healthy
219,34,38,363,5.64,594,52,stress
137,25,41,383,5.42,565,27,water_needed
153,32,30,357,5.72,559,42,stress
142,28,20,415,6.9,656,21,water_needed
150,34,46,468,5.93,610,47,stress
153,31,46,464,4.6,615,39,stress
214,33,31,308,5.18,549,50,stress
310,25,78,507,6.6,607,61,healthy
364,25,56,631,6.38,734,77,healthy
166,28,32,411,5.38,633,47,stress
386,27,73,589,6.08,636,50,healthy
379,23,70,497,6.3,609,79,healthy
330,21,63,686,6.97,642,82,healthy
166,32,30,337,4.73,608,51,stress
92,24,41,462,6.74,610,26,water_needed
201,29,38,340,4.54,642,45,stress
281,27,68,474,7.01,774,52,healthy
277,21,76,581,6.38,796,70,healthy
86,26,23,472,5.86,659,39,water_needed
90,30,42,483,6.86,636,20,water_needed
273,25,52,411,7.18,668,77,healthy
154,30,36,356,5.8,645,52,stress
220,29,40,376,4.93,538,44,stress
307,24,51,670,6.67,729,87,healthy
243,28,48,307,5.41,520,57,stress
85,27,24,467,6.12,586,27,water_needed
244,28,48,447,5.52,634,41,stress
283,22,63,673,7.24,653,59,healthy
148,22,36,505,5.62,583,20,water_needed
393,27,54,693,6.52,702,51,healthy
222,28,44,384,5.33,593,43,stress
225,30,40,435,5.85,550,39,stress
184,30,45,316,5.12,546,48,stress
124,24,29,580,5.28,626,21,water_needed
81,31,24,567,5.39,647,37,water_needed
334,25,63,649,6.4,682,66,healthy
333,26,70,546,6.86,653,64,healthy
119,27,41,363,6.47,636,20,water_needed
277,21,63,483,6.55,625,69,healthy
143,24,43,466,6.73,572,38,water_needed
384,25,54,531,6.95,791,58,healthy
209,30,41,459,5.17,583,49,stress
295,24,78,474,6.87,761,64,healthy
269,21,60,685,6.65,653,69,healthy
84,28,35,411,5.25,611,26,water_needed
185,33,31,429,4.99,574,44,stress
242,31,49,376,5.86,612,51,stress
379,21,54,617,6.51,631,65,healthy
237,32,33,419,4.61,509,43,stress
361,25,63,683,6.15,750,88,healthy
123,28,29,405,5.24,578,28,water_needed
183,28,31,343,5.48,575,48,stress
118,24,37,497,6.52,554,23,water_needed
99,31,36,474,5.42,645,35,water_needed
96,31,35,385,6.77,554,38,water_needed
169,28,35,436,4.85,596,34,stress
166,28,48,316,5.12,506,49,stress
386,27,65,626,6.91,684,83,healthy
176,28,49,329,5.82,617,36,stress
94,25,40,499,6.6,628,43,water_needed
229,31,40,337,5.27,610,38,stress
177,30,39,319,5.08,579,33,stress
101,30,40,423,6.67,590,37,water_needed
204,28,45,349,5.66,529,51,stress
167,28,33,491,4.87,515,41,stress
146,28,27,375,5.2,620,29,water_needed
96,28,31,393,5.75,573,48,water_needed
81,24,42,386,5.42,675,38,water_needed
142,22,37,368,5.2,665,35,water_needed
117,26,35,485,5.68,660,27,water_needed
385,22,55,502,6.66,781,70,healthy
312,26,70,549,6.37,675,76,healthy
177,30,36,438,5.46,603,46,stress
302,24,64,644,6.2,680,51,healthy
