moisture,temperature,humidity,light,ph,air_quality,nutrient,label
149,31,58,357,4.53,234,72,water_needed
269,25,25,131,4.8,510,34,stress
116,44,85,346,5.27,686,32,water_needed
319,18,25,690,7.7,419,87,stress
295,23,26,534,6.95,425,81,stress
361,24,40,107,4.53,533,94,stress
374,36,65,336,6.98,434,24,stress
285,38,45,208,7.06,687,35,healthy
314,31,41,139,5.88,606,64,healthy
139,30,52,455,6.0,671,35,water_needed
141,42,66,834,7.4,381,57,water_needed
251,22,64,111,5.91,346,67,healthy
249,27,65,557,5.61,796,84,healthy
152,23,83,726,4.75,761,64,stress
312,40,31,335,7.77,278,82,stress
251,40,62,395,5.17,491,44,stress
244,36,32,366,7.59,635,68,stress
222,18,29,260,6.03,531,78,stress
214,44,42,334,6.1,566,55,stress
308,24,59,518,7.65,694,32,stress
155,31,69,582,6.95,613,31,stress
383,18,52,358,6.04,666,43,healthy
293,33,31,762,5.2,520,87,healthy
133,25,53,216,4.56,509,72,water_needed
164,38,74,100,7.21,545,45,healthy
210,29,64,743,4.5,351,93,stress
230,30,32,162,6.03,271,44,healthy
121,22,51,278,6.9,426,29,water_needed
199,24,41,857,6.93,212,68,healthy
330,33,54,376,4.78,282,59,stress
217,36,22,508,5.14,284,25,stress
367,41,23,142,4.74,209,90,stress
392,19,79,543,6.16,660,54,healthy
339,23,20,346,4.72,386,45,stress
140,37,50,306,6.34,299,70,water_needed
157,22,85,890,4.5,410,93,stress
162,42,60,191,4.86,475,92,stress
190,43,35,722,7.72,775,69,stress
116,29,25,831,7.28,418,47,water_needed
381,22,81,400,6.81,283,62,healthy
276,41,31,206,6.58,414,32,stress
192,26,75,818,6.65,440,71,healthy
126,25,73,701,5.24,528,27,water_needed
180,23,74,275,5.41,463,88,healthy
224,39,85,115,7.0,567,32,stress
137,42,81,187,7.1,791,88,water_needed
387,25,40,147,5.77,476,96,healthy
356,20,48,278,7.08,344,65,healthy
108,29,83,610,5.28,414,83,water_needed
335,22,72,130,5.3,748,27,stress
331,39,83,314,6.6,736,77,stress
342,41,40,743,6.17,498,63,stress
233,38,85,631,6.18,297,76,healthy
264,29,23,777,5.23,751,52,stress
225,24,59,726,7.13,709,53,healthy
394,25,68,788,7.26,604,63,healthy
231,25,65,548,7.62,317,56,stress
301,39,52,819,7.14,662,29,stress
212,19,34,286,6.53,412,51,healthy
107,37,47,702,7.07,527,46,water_needed
122,39,34,142,4.53,329,76,water_needed
212,41,53,355,4.77,507,22,stress
343,20,71,242,6.72,361,37,healthy
290,28,30,243,6.23,641,41,healthy
165,28,36,193,7.22,289,87,healthy
393,33,39,613,7.2,243,90,healthy
247,44,32,562,5.08,575,84,stress
257,22,40,515,7.04,479,93,healthy
275,36,75,179,7.22,622,26,stress
316,34,89,566,6.58,450,20,stress
109,30,74,716,4.79,368,96,water_needed
287,28,81,430,7.52,354,75,stress
180,30,26,215,6.71,775,62,stress
187,34,89,533,6.43,710,58,healthy
209,29,59,133,4.73,629,37,stress
367,34,87,356,5.97,227,22,stress
344,27,87,457,6.08,622,53,healthy
244,41,56,190,5.65,218,88,stress
384,24,72,702,5.49,484,51,healthy
156,36,22,501,7.04,577,73,stress
391,31,32,220,4.67,706,62,stress
295,23,54,863,7.19,409,64,healthy
106,27,48,170,7.54,282,93,water_needed
246,18,65,493,7.17,766,76,healthy
127,39,21,523,5.24,749,47,water_needed
204,34,42,387,5.93,460,40,healthy
313,22,26,610,6.16,521,90,stress
104,22,38,417,7.24,298,97,water_needed
208,35,56,674,6.38,684,74,healthy
276,38,31,183,6.18,226,88,healthy
351,37,75,751,5.67,745,88,healthy
399,43,73,517,5.69,247,31,stress
239,30,64,441,6.59,668,37,healthy
117,21,55,699,6.4,755,41,water_needed
216,24,64,849,7.72,252,94,stress
150,33,44,128,7.37,377,22,stress
104,25,65,897,6.89,785,69,water_needed
293,40,68,523,5.06,618,69,stress
158,28,86,324,6.69,460,44,healthy
300,19,45,727,6.27,222,54,healthy
283,39,39,472,6.21,785,94,stress
390,35,48,625,4.75,465,59,stress
252,32,55,299,7.66,539,66,stress
371,35,84,318,6.71,741,30,stress
396,37,39,596,7.6,376,34,stress
399,32,77,240,6.58,218,28,stress
209,18,31,704,7.33,625,88,healthy
247,20,82,502,6.14,676,49,healthy
158,32,45,295,6.55,562,34,stress
295,34,53,512,6.53,227,74,healthy
387,22,50,684,7.28,299,56,healthy
343,32,43,136,4.84,439,63,stress
394,33,20,103,7.37,783,26,stress
298,43,46,863,4.99,536,37,stress
299,35,56,864,4.78,549,93,stress
384,39,86,107,7.72,575,91,stress
228,39,38,798,6.5,564,76,stress
217,21,77,587,7.44,388,48,healthy
312,37,86,614,5.72,562,59,healthy
330,27,40,161,5.99,445,48,healthy
144,36,74,354,4.74,569,79,water_needed
165,29,53,253,7.55,381,99,stress
389,26,31,653,5.69,602,95,healthy
275,24,66,561,7.36,708,76,healthy
260,35,20,544,7.45,332,35,stress
202,29,45,776,4.94,454,99,stress
139,44,61,695,5.99,577,53,water_needed
298,35,35,723,5.46,304,74,healthy
114,38,86,783,5.19,285,34,water_needed
257,31,64,177,6.04,719,78,healthy
399,27,73,246,7.21,721,89,healthy
214,32,63,551,6.32,747,53,healthy
282,31,40,769,5.42,407,65,healthy
351,42,25,346,5.21,506,91,stress
116,33,28,339,7.43,358,62,water_needed
372,24,68,777,6.56,687,58,healthy
180,42,86,348,7.25,751,59,stress
302,38,43,342,6.98,452,54,healthy
301,42,53,138,4.9,647,93,stress
292,25,87,281,6.25,218,63,healthy
301,20,27,300,6.92,241,90,stress
124,38,43,120,4.73,318,24,water_needed
115,30,33,629,4.88,240,46,water_needed
282,38,45,237,7.32,524,75,healthy
158,34,20,652,5.92,426,31,stress
201,39,84,496,7.18,503,98,stress
345,25,54,752,7.55,688,20,stress
387,23,80,678,7.76,743,61,stress
290,30,70,413,7.35,653,25,stress
151,31,80,219,5.95,665,82,healthy
380,32,24,145,5.36,276,90,stress
179,38,83,539,4.88,401,64,stress
127,23,57,318,6.57,229,37,water_needed
287,26,40,305,7.4,251,68,healthy
107,28,37,247,6.18,632,97,water_needed
319,43,27,515,6.49,323,69,stress
205,22,33,227,6.35,338,38,healthy
200,24,85,432,6.71,626,39,healthy
351,18,43,214,5.11,464,42,stress
190,25,84,864,6.81,556,83,healthy
200,37,72,659,7.51,366,82,stress
392,20,20,862,7.63,203,67,stress
130,30,54,766,7.61,266,27,water_needed
260,31,71,657,6.46,765,21,stress
339,21,83,293,5.89,423,63,healthy
195,37,25,354,5.84,515,21,stress
378,32,88,114,4.67,253,30,stress
140,32,20,348,5.62,652,93,water_needed
328,24,38,236,6.52,458,28,stress
350,23,29,691,6.14,584,38,stress
180,39,48,131,5.86,577,83,stress
211,33,30,679,4.73,783,55,stress
117,28,39,235,6.67,476,23,water_needed
224,19,47,259,7.42,691,76,healthy
379,29,43,113,4.65,505,97,stress
294,30,47,660,4.86,712,25,stress
394,40,52,594,7.45,239,57,stress
120,40,60,298,6.04,657,43,water_needed
160,42,88,425,6.66,413,20,stress
307,22,39,561,7.5,509,87,healthy
383,22,35,626,6.53,702,94,healthy
168,44,43,312,6.95,557,36,stress
300,27,49,825,4.81,243,86,stress
119,23,30,786,6.29,628,63,water_needed
327,37,30,814,5.26,555,21,stress
272,33,84,530,5.32,313,84,healthy
158,41,35,581,5.28,745,29,stress
335,34,88,780,7.31,783,81,healthy
253,44,87,413,5.96,783,36,stress
102,36,22,871,4.63,481,86,water_needed
189,31,26,812,4.9,486,25,stress
377,39,73,188,6.03,666,85,stress
183,25,63,549,6.55,789,79,healthy
385,36,53,673,4.51,785,72,stress
357,25,47,479,5.05,222,95,stress
394,20,56,781,4.9,570,72,stress
385,20,51,899,5.82,738,74,healthy
259,31,37,417,5.53,749,83,healthy
382,39,86,199,6.8,272,37,stress
111,23,51,835,7.74,229,44,water_needed
287,40,54,158,7.03,547,80,stress
198,23,37,392,7.67,425,45,stress
334,20,57,364,6.62,733,57,healthy
168,43,65,772,5.86,335,63,stress
191,27,78,327,6.53,465,64,healthy
237,26,48,601,7.46,229,21,stress
273,36,84,423,6.48,418,46,healthy
277,37,31,807,7.45,638,92,healthy
394,44,29,728,4.59,389,42,stress
329,26,62,858,7.6,237,87,stress
199,31,80,391,5.19,492,76,stress
281,42,73,771,5.7,261,76,stress
316,42,43,623,5.34,383,78,stress
265,32,69,162,5.95,668,41,healthy
257,18,21,570,6.91,494,33,stress
306,21,72,555,5.79,745,62,healthy
248,40,81,722,7.59,656,73,stress
157,30,88,470,7.12,662,99,healthy
183,27,24,832,7.16,464,31,stress
174,18,31,696,5.03,412,89,stress
167,25,72,876,7.36,442,64,healthy
280,21,46,183,7.74,667,83,stress
286,27,23,509,5.89,734,74,stress
265,42,80,877,4.86,624,51,stress
221,24,62,784,4.76,780,58,stress
305,39,63,306,6.28,436,89,stress
155,44,79,420,6.36,381,88,stress
355,42,42,246,6.84,690,78,stress
374,28,31,746,7.19,699,97,healthy
223,42,34,571,7.07,656,69,stress
220,27,53,288,5.47,733,95,healthy
181,38,36,483,4.78,605,88,stress
346,41,86,480,6.74,479,83,stress
340,37,33,466,5.94,631,67,healthy
166,20,22,507,4.65,421,54,stress
328,38,72,451,6.78,635,82,healthy
192,37,75,322,4.66,342,91,stress
127,25,22,887,6.51,269,75,water_needed
344,25,28,730,5.1,529,64,stress
313,20,49,178,5.48,691,76,healthy
167,21,65,377,5.3,525,88,healthy
228,25,65,498,4.86,700,32,stress
308,44,23,154,6.28,389,81,stress
230,23,87,734,7.29,367,91,healthy
278,18,28,644,7.48,424,31,stress
102,25,41,838,4.9,211,51,water_needed
236,21,26,568,7.06,718,50,stress
245,35,59,845,5.91,323,89,healthy
196,26,22,285,6.71,254,28,stress
381,36,62,244,6.84,668,99,healthy
249,39,37,733,6.48,455,27,stress
348,23,61,565,7.17,364,61,healthy
309,21,80,494,6.21,379,33,stress
227,25,58,333,6.32,214,57,healthy
114,40,49,495,6.4,496,54,water_needed
284,39,59,766,6.73,709,54,stress
264,32,39,579,5.1,506,92,stress
172,38,66,212,7.17,253,62,healthy
317,18,41,776,5.27,663,70,healthy
119,21,36,411,5.81,463,74,water_needed
334,18,66,440,7.37,310,45,healthy
234,27,86,444,5.31,574,58,healthy
278,23,68,368,7.51,443,28,stress
157,30,33,512,7.74,455,86,stress
108,28,78,583,4.94,337,25,water_needed
132,42,35,445,5.46,232,30,water_needed
313,32,39,398,7.56,422,58,stress
235,19,29,434,4.76,389,50,stress
149,26,81,778,7.35,339,92,water_needed
325,38,84,272,7.55,369,31,stress
162,38,75,115,6.15,490,64,healthy
224,37,63,431,4.92,574,46,stress
188,22,25,665,4.75,565,64,stress
340,42,76,832,7.21,728,70,stress
308,42,88,754,7.42,441,20,stress
182,29,38,799,5.98,281,38,healthy
185,35,35,677,5.34,714,48,healthy
364,23,28,872,7.12,607,21,stress
316,35,46,345,5.16,674,45,stress
248,22,53,259,7.59,523,80,stress
302,31,59,548,4.93,541,31,stress
119,33,45,689,7.78,661,79,water_needed
330,44,72,707,6.06,251,21,stress
105,27,70,443,5.96,555,29,water_needed
178,44,81,229,5.43,439,86,stress
323,40,66,100,5.37,296,61,stress
351,39,58,271,4.97,556,23,stress
278,35,75,598,6.22,776,77,healthy
166,40,84,875,5.7,438,75,stress
230,40,45,557,5.55,764,42,stress
306,20,22,445,6.3,474,41,stress
275,34,50,120,5.53,568,69,healthy
195,25,44,232,5.74,396,53,healthy
233,41,83,568,7.71,434,87,stress
104,20,83,518,7.36,314,79,water_needed
115,33,23,148,7.59,417,49,water_needed
337,40,80,501,6.72,781,55,stress
152,30,46,682,7.46,645,28,stress
372,43,66,672,4.91,635,90,stress
394,39,22,744,6.21,472,64,stress
187,19,86,147,4.92,771,94,stress
380,37,52,820,6.25,738,88,healthy
120,25,52,670,5.97,504,41,water_needed
209,21,77,226,4.64,575,64,stress
235,26,60,126,6.56,631,70,healthy
273,20,89,145,6.28,478,68,healthy
133,37,20,300,6.78,605,63,water_needed
390,27,89,884,5.34,499,66,healthy
381,34,85,145,6.26,424,97,healthy
390,20,71,643,7.13,708,80,healthy
370,39,61,380,5.32,305,75,stress
263,23,25,261,4.58,231,32,stress
206,25,50,708,7.38,406,25,stress
109,40,57,288,5.48,301,55,water_needed
257,36,68,885,4.54,496,97,stress
224,20,60,542,4.52,443,58,stress
327,40,74,395,5.6,737,53,stress
316,23,26,346,7.61,591,26,stress
347,30,54,207,5.18,726,88,stress
210,29,35,276,6.9,342,31,stress
175,21,38,566,5.73,735,88,healthy
252,30,40,198,6.24,588,29,stress
155,30,57,802,6.82,442,23,stress
257,43,67,221,5.16,523,73,stress
358,19,78,864,7.17,371,51,healthy
130,36,22,305,6.74,615,60,water_needed
227,30,53,812,7.64,447,93,stress
312,36,89,759,7.74,223,22,stress
145,39,27,166,6.18,246,74,water_needed
262,26,23,237,4.5,213,93,stress
192,33,23,746,5.19,600,29,stress
240,26,58,896,7.45,229,67,healthy
385,27,81,100,6.11,413,46,healthy
238,35,79,279,6.75,226,77,healthy
366,39,38,194,5.46,504,57,stress
167,35,72,417,6.07,459,33,stress
341,35,29,853,6.03,378,60,stress
168,42,82,833,5.51,562,88,stress
386,44,38,660,5.95,585,90,stress
191,28,22,627,5.77,650,89,stress
102,35,58,170,7.66,745,95,water_needed
262,21,50,770,7.37,613,52,healthy
159,22,65,824,5.54,354,65,healthy
109,29,72,490,6.48,360,54,water_needed
350,44,21,376,4.98,593,73,stress
254,25,73,243,7.48,634,29,stress
239,20,25,895,6.05,658,37,stress
185,44,45,845,6.77,615,74,stress
186,40,85,613,4.54,374,70,stress
253,35,20,195,6.87,339,52,stress
198,38,50,421,7.3,451,37,healthy
143,19,64,694,5.02,739,52,water_needed
137,28,79,627,5.34,350,20,water_needed
359,20,86,465,6.33,730,56,healthy
305,25,84,498,4.93,605,62,stress
107,42,62,660,5.01,793,71,water_needed
197,30,35,297,5.04,703,83,stress
107,25,63,870,4.66,643,28,water_needed
316,36,52,189,6.23,414,78,healthy
174,30,39,289,4.56,330,59,stress
158,36,22,214,7.6,787,48,stress
116,42,37,487,4.87,213,48,water_needed
156,25,28,474,6.16,474,73,stress
237,30,79,489,7.58,650,43,stress
389,21,55,237,6.73,208,69,healthy
221,30,49,475,7.62,561,79,stress
242,18,43,206,5.71,541,28,stress
346,43,55,141,7.37,564,34,stress
241,29,65,236,5.7,240,31,stress
252,44,62,186,6.8,782,85,stress
280,39,34,113,6.06,754,56,stress
372,22,47,378,7.17,539,73,healthy
184,20,76,677,7.63,232,22,stress
224,18,26,663,4.51,756,76,stress
171,34,77,658,6.11,697,45,healthy
382,21,27,433,4.54,305,93,stress
156,44,86,552,4.74,588,83,stress
205,34,34,298,6.79,739,60,healthy
288,38,68,434,7.39,435,57,healthy
367,28,43,351,5.29,658,61,healthy
270,19,80,757,6.11,644,96,healthy
251,19,86,636,4.99,217,53,stress
200,28,64,700,6.56,467,86,healthy
156,26,81,844,4.69,675,58,stress
124,19,80,669,7.09,503,55,water_needed
375,21,52,888,7.11,633,66,healthy
274,40,46,350,7.38,652,70,stress
272,21,63,298,7.02,265,80,healthy
328,32,56,520,6.98,620,97,healthy
233,35,24,831,6.58,366,54,stress
312,44,76,852,6.7,224,61,stress
196,41,29,726,5.29,745,46,stress
211,42,40,136,5.29,234,27,stress
308,28,65,713,4.92,598,68,stress
221,25,60,143,5.78,493,90,healthy
212,40,36,478,5.65,651,71,stress
216,36,84,363,5.07,239,24,stress
358,37,53,205,6.36,484,88,healthy
317,35,20,439,6.01,263,74,stress
315,29,54,813,4.94,795,93,stress
111,35,27,648,5.84,308,29,water_needed
278,27,63,432,7.56,771,74,stress
172,38,23,554,6.1,342,74,stress
103,18,57,528,5.53,490,53,water_needed
232,27,58,445,7.2,576,74,healthy
152,30,80,502,6.21,706,94,healthy
168,31,71,862,6.72,397,99,healthy
175,34,79,213,4.68,230,80,stress
272,39,41,439,6.61,509,44,stress
238,35,67,724,5.08,764,82,stress
225,18,77,219,4.91,343,79,stress
126,29,48,644,6.66,626,84,water_needed
313,40,36,782,4.73,553,85,stress
358,19,30,563,5.88,646,23,stress
120,26,35,264,7.44,683,23,water_needed
238,43,58,508,6.63,559,63,stress
127,41,31,499,5.79,692,47,water_needed
180,19,34,750,4.9,292,70,stress
212,42,71,125,7.23,684,75,stress
227,24,49,562,6.28,477,29,stress
143,37,20,328,5.57,378,24,water_needed
167,28,67,341,6.85,416,66,healthy
208,19,84,612,7.33,240,33,stress
251,35,53,229,4.95,646,51,stress
241,42,64,616,7.31,497,37,stress
219,43,47,155,7.27,587,94,stress
381,24,60,689,6.42,649,78,healthy
302,31,85,577,7.7,732,84,stress
358,38,87,832,7.44,420,53,healthy
238,43,39,632,6.99,540,36,stress
274,44,52,795,5.44,357,28,stress
105,34,81,460,7.78,277,50,water_needed
151,24,66,662,7.44,614,86,healthy
132,28,84,287,4.82,290,81,water_needed
340,18,29,298,6.71,438,53,stress
244,32,30,276,6.84,621,65,healthy
395,33,46,320,5.57,681,44,healthy
245,36,37,275,6.73,210,61,healthy
399,19,29,802,5.98,597,98,stress
210,29,51,135,5.38,332,90,healthy
359,33,85,342,6.8,303,51,healthy
339,35,87,604,7.48,554,66,healthy
330,19,40,615,4.7,534,61,stress
340,33,23,716,5.58,244,69,stress
156,26,34,328,7.26,508,98,healthy
291,24,85,688,5.38,674,99,healthy
383,18,65,871,7.45,324,34,stress
273,38,72,500,6.12,290,22,stress
287,19,49,697,5.21,301,41,healthy
197,27,26,471,6.16,399,35,stress
109,40,55,401,5.66,767,72,water_needed
330,28,69,602,5.09,762,57,stress
148,41,65,475,4.8,305,22,water_needed
271,27,76,898,6.26,559,53,healthy
321,29,33,853,7.47,364,90,healthy
383,26,82,161,5.32,347,58,healthy
266,30,38,652,7.8,340,22,stress
381,38,23,700,4.52,649,36,stress
228,23,21,337,4.55,557,80,stress
185,42,49,747,6.2,754,84,stress
186,30,38,786,7.44,686,79,healthy
165,31,86,124,5.15,654,63,stress
239,27,62,687,5.87,587,79,healthy
285,24,46,537,6.63,746,22,stress
245,31,76,340,5.04,670,63,stress
158,37,67,193,4.97,525,79,stress
106,40,41,811,4.98,796,43,water_needed
269,19,26,606,5.89,595,58,stress
293,27,48,623,4.56,258,86,stress
176,34,40,878,6.45,537,43,healthy
250,36,60,525,6.99,290,56,healthy
214,22,74,154,5.02,356,20,stress
245,28,29,609,5.03,647,94,stress
248,22,81,465,4.54,529,86,stress
224,37,77,781,6.78,613,67,healthy
241,41,69,397,5.84,670,38,stress
304,29,89,688,6.94,444,34,stress
363,24,75,369,6.37,327,47,healthy
169,23,71,199,4.53,798,80,stress
123,31,66,634,7.04,577,94,water_needed
341,39,44,301,6.47,482,20,stress
379,23,21,705,5.62,507,56,stress
375,21,67,861,6.35,200,87,healthy
240,24,69,444,7.74,232,78,stress
217,28,89,269,7.55,699,74,stress
285,18,85,235,4.67,533,72,stress
261,35,82,434,5.31,417,48,healthy
104,21,32,100,5.48,649,63,water_needed
254,40,25,704,7.12,711,48,stress
205,31,89,143,7.69,453,47,stress
258,21,56,879,7.16,381,83,healthy
241,35,77,150,7.5,654,52,healthy
194,29,87,160,5.22,674,76,healthy
218,35,38,223,7.49,606,49,healthy
315,36,32,159,5.53,691,67,healthy
351,27,88,472,4.96,702,74,stress
119,29,36,260,4.69,799,95,water_needed
201,29,68,537,5.2,710,90,healthy
382,19,86,868,4.75,705,64,stress
100,21,27,741,7.07,727,90,water_needed
158,27,56,500,7.78,776,70,stress
222,29,71,100,5.93,410,84,healthy
340,34,20,378,5.58,734,34,stress
358,39,67,275,7.01,529,80,stress
243,22,59,655,6.21,247,21,stress
165,42,85,583,6.28,582,73,stress
136,29,20,781,7.74,499,73,water_needed
312,18,79,821,4.52,715,69,stress
239,33,40,312,5.71,687,87,healthy
350,40,40,821,7.63,523,21,stress
288,43,82,444,6.16,386,82,stress
307,32,40,740,5.66,529,56,healthy
111,22,60,891,5.15,303,73,water_needed
312,27,73,849,5.06,526,60,stress
336,34,58,270,6.4,790,52,healthy
249,38,38,734,6.1,551,85,healthy
111,24,32,760,4.79,392,71,water_needed
303,40,85,155,7.17,387,20,stress
211,21,75,808,5.01,201,82,stress
250,41,65,692,6.85,549,70,stress
351,24,77,527,7.09,719,25,stress
333,41,74,754,7.22,410,62,stress
236,37,62,432,6.35,212,41,healthy
312,29,53,392,5.54,262,44,healthy
116,22,34,192,6.27,707,59,water_needed
101,22,56,856,5.36,535,90,water_needed
392,38,71,524,7.68,745,90,stress
288,35,30,556,5.75,666,56,healthy
296,33,89,320,5.05,571,39,stress
261,34,25,151,5.44,796,65,stress
341,37,52,413,4.77,527,38,stress
349,41,47,681,7.57,420,69,stress
195,29,67,709,5.86,253,74,healthy
176,21,63,118,4.88,745,33,stress
378,22,27,546,6.53,586,58,stress
230,26,48,605,4.76,774,71,stress
301,34,43,425,7.4,476,62,healthy
230,40,35,436,7.1,243,65,stress
178,36,21,659,6.43,560,62,stress
162,20,38,883,7.75,723,84,stress
115,44,80,196,6.58,630,71,water_needed
311,29,33,889,5.23,458,89,healthy
257,25,57,701,6.92,522,23,stress
368,41,50,837,4.88,741,88,stress
295,18,64,340,7.77,310,57,stress
234,37,88,496,6.1,452,49,healthy
149,44,56,719,5.41,705,20,water_needed
312,38,46,466,6.37,297,26,stress
129,42,35,186,5.54,714,54,water_needed
138,24,69,593,5.79,248,89,water_needed
225,29,33,132,6.88,720,76,healthy
254,42,71,883,5.47,608,28,stress
113,26,24,170,7.21,645,35,water_needed
139,44,35,164,5.5,230,60,water_needed
130,27,80,153,4.88,693,88,water_needed
234,18,80,686,6.31,390,82,healthy
354,37,39,636,7.53,496,62,stress
196,32,85,420,5.24,364,35,healthy
172,35,32,598,4.61,521,70,stress
223,21,54,123,6.3,209,72,healthy
225,37,87,781,5.89,391,46,healthy
168,36,53,700,5.11,561,57,stress
313,30,29,334,4.77,742,96,stress
307,33,84,525,6.33,479,92,healthy
305,27,49,205,6.01,591,87,healthy
105,23,79,460,5.26,682,40,water_needed
342,21,22,290,5.58,657,24,stress
200,23,34,375,4.55,431,74,stress
396,19,61,785,4.92,688,61,stress
290,30,43,112,6.36,698,21,stress
357,21,46,598,6.02,619,53,healthy
158,30,66,473,5.97,570,96,healthy
136,26,20,135,5.06,529,51,water_needed
399,37,76,648,5.35,600,32,stress
397,33,33,661,6.87,232,23,stress
352,34,48,276,5.29,558,55,healthy
310,32,79,116,4.72,539,80,stress
206,32,76,655,4.79,397,64,stress
271,19,41,289,6.89,435,37,healthy
308,39,38,741,6.86,416,74,stress
103,43,38,486,7.12,253,65,water_needed
350,29,26,357,5.96,584,48,stress
264,43,80,691,7.76,410,41,stress
385,20,69,811,6.9,509,25,stress
273,34,20,688,5.43,748,35,stress
257,41,26,542,7.78,397,62,stress
285,31,86,105,7.32,469,64,healthy
256,37,38,179,5.71,343,48,healthy
349,29,69,260,5.08,342,51,stress
177,32,20,351,4.7,427,34,stress
254,29,71,784,5.84,304,45,healthy
286,43,46,682,7.61,275,69,stress
118,39,87,204,4.83,391,67,water_needed
325,23,82,431,7.48,459,37,healthy
117,39,44,549,5.47,750,55,water_needed
370,41,82,566,4.59,509,42,stress
253,36,88,465,6.62,468,78,healthy
396,30,71,588,6.72,567,44,healthy
221,28,27,522,7.47,586,21,stress
180,40,58,658,5.38,443,68,stress
240,40,66,176,7.12,304,96,stress
245,43,31,713,5.54,515,36,stress
303,38,50,651,5.73,657,87,healthy
136,44,31,832,6.2,208,29,water_needed
144,23,60,233,7.02,265,73,water_needed
240,42,45,761,6.45,222,57,stress
154,35,70,825,6.62,553,37,healthy
199,44,31,741,5.87,710,35,stress
155,34,72,186,6.59,346,36,healthy
374,19,71,169,6.33,618,36,healthy
229,30,44,376,7.17,300,85,healthy
232,42,64,546,5.93,288,74,stress
362,40,72,251,5.4,345,94,stress
254,41,36,508,7.77,639,73,stress
258,18,40,491,4.61,689,49,stress
307,18,37,742,6.81,474,37,healthy
355,24,59,228,5.96,363,98,healthy
284,22,48,335,4.87,263,86,stress
209,22,82,520,6.48,727,53,healthy
196,28,20,538,7.13,565,74,stress
261,20,55,537,6.14,564,96,healthy
233,21,41,888,6.48,536,81,healthy
102,22,42,600,6.96,766,70,water_needed
110,34,29,304,4.54,214,75,water_needed
376,35,27,350,7.26,415,95,stress
330,41,32,280,5.14,662,93,stress
161,18,42,794,5.65,437,44,healthy
123,27,38,651,6.53,674,62,water_needed
274,28,70,530,4.62,754,64,stress
165,30,43,717,5.95,664,88,healthy
154,23,41,231,4.54,559,29,stress
391,24,77,259,7.77,270,53,stress
382,41,30,884,5.27,358,82,stress
106,20,35,331,6.71,470,81,water_needed
100,37,46,441,6.7,703,80,water_needed
267,21,77,360,4.51,435,92,stress
314,31,54,802,6.95,639,59,healthy
170,43,89,577,5.4,607,24,stress
244,27,67,745,4.92,583,20,stress
352,24,76,806,6.51,525,71,healthy
375,18,35,625,5.6,756,51,healthy
386,43,71,703,6.63,490,75,stress
131,39,75,800,4.9,343,71,water_needed
352,30,70,744,6.07,481,60,healthy
294,21,85,707,5.25,410,30,stress
220,34,73,163,6.54,503,68,healthy
398,30,38,785,4.91,532,69,stress
130,44,85,129,7.54,499,35,water_needed
108,34,45,296,6.76,450,26,water_needed
223,25,60,616,6.91,546,48,healthy
187,24,56,896,5.47,378,72,healthy
193,35,71,612,5.87,636,49,healthy
120,40,22,676,6.72,402,91,water_needed
215,44,24,658,6.47,452,33,stress
383,19,22,364,7.77,700,78,stress
209,41,64,138,6.07,649,60,stress
288,40,58,406,7.54,466,83,stress
247,38,38,408,7.19,650,80,healthy
114,34,29,267,4.9,214,88,water_needed
149,44,51,249,6.27,507,84,water_needed
343,40,54,203,6.64,213,89,stress
346,18,20,431,4.64,416,66,stress
190,19,62,617,6.1,445,96,healthy
134,18,88,837,4.7,341,24,water_needed
248,40,82,362,7.6,498,59,stress
313,36,31,649,5.77,749,25,stress
296,33,22,662,7.27,433,63,stress
268,37,75,525,7.57,353,99,stress
276,24,39,171,5.71,320,22,stress
358,31,28,415,5.17,466,91,stress
195,36,53,495,6.37,266,25,stress
213,41,21,461,6.16,522,35,stress
239,22,32,417,7.78,796,43,stress
153,38,58,373,6.57,736,76,healthy
361,19,35,510,5.22,427,37,healthy
135,31,72,388,7.32,610,49,water_needed
184,42,55,828,7.71,733,26,stress
189,44,34,788,7.49,787,82,stress
102,41,60,406,7.26,225,43,water_needed
236,40,85,667,6.51,458,73,stress
137,43,84,577,5.37,525,26,water_needed
225,37,69,549,6.0,451,52,healthy
206,23,88,444,5.61,203,22,stress
396,25,48,746,4.51,695,70,stress
159,24,77,567,5.75,417,63,healthy
278,32,33,198,6.04,612,88,healthy
326,32,25,314,6.25,771,77,stress
325,25,88,119,7.28,758,74,healthy
230,37,79,672,6.62,217,38,healthy
247,28,23,701,5.86,359,61,stress
212,32,62,843,5.03,449,90,stress
377,43,85,168,5.93,752,70,stress
142,32,66,101,4.84,551,85,water_needed
256,18,33,341,6.11,559,78,healthy
175,31,47,882,6.49,353,35,healthy
262,39,28,374,6.87,303,62,stress
156,32,48,792,4.88,579,42,stress
219,42,54,819,5.68,443,65,stress
138,35,37,585,7.64,202,53,water_needed
187,23,30,207,4.65,655,85,stress
395,41,81,514,4.69,601,38,stress
202,23,68,676,7.04,622,73,healthy
179,29,68,144,7.69,307,47,stress
292,27,71,575,7.67,668,58,stress
121,40,26,417,7.18,216,36,water_needed
369,28,50,567,6.81,230,32,stress
286,25,72,831,7.01,208,96,healthy
350,40,33,138,5.3,545,85,stress
144,29,45,718,6.71,757,27,water_needed
346,23,42,893,6.51,503,98,healthy
318,24,41,583,5.82,626,45,healthy
